language_name,language_synonym,approximate_latitude_of_language_variety,approximate_longitude_of_language_variety,state_territory
MUDBURRA ,"Mudburra, Mudbura, Mutpura, Mutpura; Madbara, Moodburra, Mootburra, Mudbara, Mudbera, Mulpira, Mudbura; Moodburra, Mudbra, Mutburra, Mudburra; Mudbura, Madbara, Mutpurra",-17.440310056236,131.90962270153,NT
Gudanji ,"Gudandji, Ngandji, Gurdanji, Kotandji, Kurdanji, Kotandji; Anga, Angee, Gnanji, Godangee, Gundangee, Kakaringa, Koodangie, Koodanjee, Kudanji, Kudenji, Kutandji, Kutanjtjii, Kutandji; Anjee, Goarango, Goodanji, Gurandji, Koodanjie, Kuarandji, Kurandji, Kutanji; Gudandji, Kutanji, Gurdanydji, Gurdanydja; Kotandji, Anga, Anjee, Garindjari, Gudendji, Gurdandji, Gurendji, Kauarindarri, Kauarndhari, Kawarandari, Kawarandjari, Kawarindjara, Kawarindjari, Kudandji, Kudandyi, Kurtanji, Kwarandji, Nandi, Ngangi, Nganji",-16.980617001904,135.25565304117,NT
NGARINYMAN ,"Ngarinyman, Ngarinman, Agarinman, ainman, Airiman, Hainman, Heineman, Hyneman, Nariman, Narinman, Ngaiman, Ngaimmun, Ngainman, Ngainmun, Ngarnman, Ngraimun, Ngrainmun, Ngaringman, Hairiman",-16.590380084618,130.25517727725,NT
Akarre ,"Arrarnta, Western, Akara",-22.842506668901,135.36299175014,NT
Lower Arrernte ,"Alenjerntarrpe, Lower Aranda, Arrernte Imarnt, Arandic",-25.954571909387,135.39280716542,NT
Lower Arrernte ,"Alenjerntarrpe, Lower Aranda, Arrernte Imarnt, Arandic",-25.954571909387,135.39280716542,SA
Kokatha ,"Kukatha, Kukarta, Kokata, Gugada, Cocotah, Cookutta, Geebera, Gogada, Gogoda, Gugadja, Kakarrura, Keibara, Kikataja, Kokatja, Kokit ta, Koocatho, Koogatho, Koogathoo, Koogurda, Kookata, Kookatha, Kotit ta, Ku:gurda wongga, Kugurda, Kukada, Kukata, Madutara, Maduwonga, Nganitjiddia, Nganitjidi, Nganitjini, Wanggamadu, Yallingarra, Kukatja, Matuntara, Ku gurda, Kukataja, Madu wonga, Yallingarra for Kokata, Aluna, Madun tara, Maiuladjara, Maiulatara for Matuntara",-29.659445361412,133.41535731142,SA
Eastern Gurindji ,"Gurindji, Eastern",-17.748534509445,130.40590135075,NT
Eastern Mudburra ,"Mudburra, Eastern",-17.557472822989,131.99551773648,NT
Eastern Ngarinyman ,"Ngarinyman, Eastern",-16.556038457011,130.5117546111,NT
Karranga,"Mudbura, Karangpurru, Karrangpurru",-16.214558371984,131.36063023452,NT
Kartangarurru ,"Gurindji, Korindji, Kurintji, Malngin, Tjial, Wandjira, Kartangaruru, Pirlingarna",-19.250305030825,130.48072536645,NT
Kuwarranyji ,"Gurindji, Kwaranjee, Kwarandji, Kuwarrangu, Kooringee, Coorinji, Goarango, Gurindzi, We arr ung",-16.720940346925,132.33656219346,NT
Western Mudburra ,"Mudburra, Western",-16.767364036194,131.45455491844,NT
Wurlayi ,Gurinji,-16.341585810998,129.64782407529,NT
Ngardilypa,"Ngardilpa, Warlpiri, Ngardilba/Wanayaga",-19.623475796516,129.73559852572,NT
Yankunytjatjara ,"Yankuntjatjarra, Yankuntjatjara, Alinjera, Ankundjara, Everard Range Tribe, Jan gundjara, Janggunadjara, Janggundjara, Jangkudjara, Jangkuntjarra, Jangkundjadjara, Jangkundjara, Jangundjara, Jangwundjara, Jankundjadjara, Jankundjara, Jankundjindjara, Jankuntjatara, Jankuntjatjara, Jankunzazara, Jankunzazzara, Kaltjilandjara, Nankundjara, Wirtjapakandja, Wirtjapokandja, Yangkuntjatjara, Yangundjadjara, Yangundyadyara, Yankundyari, Yankunjara, Yangundjara, Yankuntjara, Yangkundjara, Everard Range Tribe', Jan kundjadjara, Jan kundjindjara, Nan kundjara",-26.623693675417,132.26055292732,SA
Warnayaka ,"Wanayaga, Woneiga",-19.738704877106,130.7030689837,NT
Yarlpiri ,Lander Yalpari,-20.483628749587,132.13197487778,NT
Warrmarla ,"Walmala, Warlmanpa, Warrmarrla",-20.509421177708,129.7478641491,NT
Ngaliya ,Warlpiri,-21.808698092336,131.18671260693,NT
Wenamba ,"Wenanba, Wankawinan, Kalgonei, Wanudjara, Pintularapi, Mangawara, Kalguni, Widanda, Tjurti",-23.708424679344,128.74924157808,NT
Antikirinya,"Antikarinya, Antakarinya, Antakarinja, Andagirinja, Aldolinga, Alinjerra, Aluna Aluna, Andagarindja, Andagarinja, Andakirinja, Andayarinja, Andegilliga, Andekarinja, Andekerinja, Andgari, Andigari, Andigarina, Andigarinya, Andigidini, Andigiri, Andigirinji, Andigiriny, Andingari, Andjirigna, Andjiringna, Andongerry, Andrgrinji, Andugarinja, Anjirigna, Antakerinya, Antakerrinya, Antakirinha, Antakirinja, Antegarinya, Antekarinja, Anterrikanya, Antigari, Antigerinya, Antingari, Antingerrie, Gunmarang, Kadjilaranda, Maduntara, Madutara, Maiuladjara, Maiulatara, Manangari, Matjutu, Matuntara, Matutara, Mau, Maung, Mauung, Mbenderinga, Mularatara, Ngonde, Njuntundjara, Southern Loritja, Tangara, Untergerrie, Unterrgerrie, Walarangunja, Walarenunga, Yandairunga, Yanido, Andingiri, Andagarinya, Antin gari, Aluna",-27.029789016408,134.01663567272,SA
Pitjantjatjara ,"Pitjantjatjarra, Bidjandjadjara, Pitjantjara, Bidjandja, Bidjandjara, Bidjuwongga, Bidyandyadyara, Bindjandjadjara, Gunggawara, Ituarre, Jabu, Kalgonei, Mamoo, Mamu, Mangawara, Mulatara, Nangatadjara, Njangadjadjara, Nyangatjatjara, Partutu, Peechintarra, Pidjandja, Pidjandjara, Pidzandza, Pijandarra, Pintularapi, Pitchentara, Pitdjandjara, Pitindjatjara, Pitjandara, Pitjandjadjara, Pitjandjara, Pitjanjarra, Pitjanzazara, Pitjendadjara, Pitjentara, Pitjindjatjara, Pitjindjiara, Pitjinjara, Pitjinjiara, Pitjintara, Pitjintjitjira, Pitkindjara, Pituari, Tjitiadjara, Tjurti, Wankawinan, Wanudjara, Widanda, Widjandja, Wirtjapakandja, Wongapitcha, Wongapitja, Wongapitjira, Bidjandjadjara/Njangadadjara, Pid jandjara, Woga pitja",-25.664115063165,130.065503849,NT
Pitjantjatjara ,"Pitjantjatjarra, Bidjandjadjara, Pitjantjara, Bidjandja, Bidjandjara, Bidjuwongga, Bidyandyadyara, Bindjandjadjara, Gunggawara, Ituarre, Jabu, Kalgonei, Mamoo, Mamu, Mangawara, Mulatara, Nangatadjara, Njangadjadjara, Nyangatjatjara, Partutu, Peechintarra, Pidjandja, Pidjandjara, Pidzandza, Pijandarra, Pintularapi, Pitchentara, Pitdjandjara, Pitindjatjara, Pitjandara, Pitjandjadjara, Pitjandjara, Pitjanjarra, Pitjanzazara, Pitjendadjara, Pitjentara, Pitjindjatjara, Pitjindjiara, Pitjinjara, Pitjinjiara, Pitjintara, Pitjintjitjira, Pitkindjara, Pituari, Tjitiadjara, Tjurti, Wankawinan, Wanudjara, Widanda, Widjandja, Wirtjapakandja, Wongapitcha, Wongapitja, Wongapitjira, Bidjandjadjara/Njangadadjara, Pid jandjara, Woga pitja",-25.664115063165,130.065503849,SA
Pitjantjatjara ,"Pitjantjatjarra, Bidjandjadjara, Pitjantjara, Bidjandja, Bidjandjara, Bidjuwongga, Bidyandyadyara, Bindjandjadjara, Gunggawara, Ituarre, Jabu, Kalgonei, Mamoo, Mamu, Mangawara, Mulatara, Nangatadjara, Njangadjadjara, Nyangatjatjara, Partutu, Peechintarra, Pidjandja, Pidjandjara, Pidzandza, Pijandarra, Pintularapi, Pitchentara, Pitdjandjara, Pitindjatjara, Pitjandara, Pitjandjadjara, Pitjandjara, Pitjanjarra, Pitjanzazara, Pitjendadjara, Pitjentara, Pitjindjatjara, Pitjindjiara, Pitjinjara, Pitjinjiara, Pitjintara, Pitjintjitjira, Pitkindjara, Pituari, Tjitiadjara, Tjurti, Wankawinan, Wanudjara, Widanda, Widjandja, Wirtjapakandja, Wongapitcha, Wongapitja, Wongapitjira, Bidjandjadjara/Njangadadjara, Pid jandjara, Woga pitja",-25.664115063165,130.065503849,WA
Luritja,"Luritja, Pintupi Luritja, Jumu, Kukatja, Loritja, Matuntara, Ngalia, Aluratja, Aluratji, Aluridia, Aluridja, Lo rit ya, Loorudgee, Loorudgie, Loritcha, Loritya, Luridja, Luritcha, Lurritji, Maiulatara, Manggai, Mulatara, Nambulatji, Panara, Pardoo, Martuntara, Peedona, Peedong, Uluritdja, Wanaeka, Wangatjunga, Wangatunga, Wangkadjungga, Wangkatjunga, Wangkatunga, Wangu, Wankutjunga, Western Loritja, Gogadja, Gugada, Gugadja, Juluridja, Kukacha, Kukadja, Kukata, Ulur itdja, Luritj",-24.947084972136,133.15190280425,NT
Arrernte ,"Aranda, Ikngerripenhe, Eastern Aranda, Mparntwe Arrernte, Central Aranda, Tyuretye Arrernte, Arrernte Alturlerenj, Western Aranda, Pertame, Southern Aranda, Arrarnta, Western, Eastern, Aldolanga, Aldolinga, Alitera, Aranta, Arinta, Arranda, Arrinda, Arrundta, Arunda, Arrunta, Arunndta, Arunta, Arunta Ulpma, Burringah, Herrinda, Ilpma, Jairunda, Oiljpma, Paroola, Pirdima, Pitjapitja, Pitjima, Ulpma, Urrundie, Waitjinga, Wonggaranda, Wongkatjeri, Wychinga, Western Arrernte, Eastern Arrernte, Sourthern Aranda, Southern, Arrente, Burrin gah, Ur rundie",-23.912769752563,134.26092317523,NT
Anmatyerr,"Anmatjirra, Anmatyerre, Anmatjera, Unmatjera, Imatjera, Urmitchee, Anmadjara, Anmatjere, Anmajirra, Nmatjera, Anmatjara, Janmadjara, Janmadjari, Janmatjiri, Yanmedjara, Yanmadjari, Arandic",-22.254652760404,133.2622529012,NT
Wemba Wemba ,"Wamba Wamba, Wembawemba, Wambawamba, Womba, Weumba, Waamba, Yambayamba, Yamba, Wiembar, Wamba wamba, Yamba yamba, Swan Hill tribe, Moulmein dialect Moolamiin, Lake Boga dialect, The neighbourhood of Lake Boga, probably Moorebat, the Lower Loddon dialect, Kerang, Loddon R, dialect, Wa amba, Wamba, Wemba wemba, Lake Boga tribe, Waimbi waimbi, Wambo wambo, Waimbu Waimbu, Boga tribe, Wemberwemba, Waimbiwaimbi, WembaWemba, Jambajamba, Gourrmjanyuk, Gorrmjanyuk, Kulin",-35.341221572939,144.14190504669,NSW
Wemba Wemba ,"Wamba Wamba, Wembawemba, Wambawamba, Womba, Weumba, Waamba, Yambayamba, Yamba, Wiembar, Wamba wamba, Yamba yamba, Swan Hill tribe, Moulmein dialect Moolamiin, Lake Boga dialect, The neighbourhood of Lake Boga, probably Moorebat, the Lower Loddon dialect, Kerang, Loddon R, dialect, Wa amba, Wamba, Wemba wemba, Lake Boga tribe, Waimbi waimbi, Wambo wambo, Waimbu Waimbu, Boga tribe, Wemberwemba, Waimbiwaimbi, WembaWemba, Jambajamba, Gourrmjanyuk, Gorrmjanyuk, Kulin",-35.341221572939,144.14190504669,VIC
Wiradjuri,"Wiradhurri, Wirratherie, Wirradgerry, Waradgery, Woradgery, Wiradhuri, Jeithi, Berrembeel, Junamildan, Wagga tribe, Waradgeri, Warandgeri, Warradjerrie, Warrai Durhai, Wayradgee, Weeragurie, Weerarthery, Weorgery, Weradgerie, Werogeri, Werogery, Wiiradurei, Wiiratheri, Wir rajer ree, Wira athoree, Wira durei, Wira shurri, Wiradhari, Wiradjari, Wiradjeri, Wiradjwri, Wiradthery, Wiradthuri, Wiradurei, Wiraduri, Wiradyuri, Wiragere, Wiraijuri, Wirajarai, Wirajeree, Wirajerry, Wirashuri, Wirathere, Wiratheri, Wiraturai, Wirotheree, Wirra jerre, Wirrajerre, Wirra athoree, Wirra dhari, Wirra dthoor ree, Wirra dthooree, Wirracharee, Wirrach arree, Wirraddury, Wirradhurri, Wirradjerri, Wirradjery, Wirraiyarrai, Wirrai yarrai, Wirraidyuri, Wirraijuri, Wirrajeree, Wirrajerry, Wirrathuri, Wooradgery, Woorajuri, Wooratheri, Wooratherie, Woradgery, Woradjera, Woradjerg, Wordjerg, Wuradjeri, Wira Athorree, Wi iratheri, Wiratu rai, Woorad gery, Wir ra jer ree, Kunamildan",-33.909180160775,147.25734640665,NSW
Pulaali ,"Paakantyi, Bulaali, Bulalli, Bolali, Maljangapa, Wiljakali, Pulaali, Pulakali, Maljangaba, Malya napa, Mulya napa, Mulya nappa, Milya uppa, Mullia arpa, Muliaarpa, Malynapa, Malja:pa, Malyapa, Nalyanapa, Malgangara, Karikari, Bulali for Maljangapa, Wilyakali, Wiljali, Wiljagali, Willoo, Bo arli, Bulali for Wiljakali",-31.489576620619,141.76979414305,NSW
PAAKANTYI / PAAKANTJI / BARKINDJI,"Paakantyi, Baagandji, Darling, Barkindji, Ba:gundji, Baagandyi, Bagandji, Bagundji, Bahkunji, Bahkunjy, Bahroongee, Bahroonjee, Bakandi, Bakandji, Bakanji, Bandjagal, Bandjangali, Bargunji, Barindji, Barinji, Barkinghi, Barkinjee, Barkinji, Barkungee, Barkunjee, Barongee, Baroongee, Barrengee, Barrongee, Barundji, Barundyi, Barunga, Barungi, Beriait, Berri ait, Berriait, Bpaagkon jee, Bpaaroon jee, Bpaaroo, Bungyarlee, Burunga, Kaiela, Kornoo, Kurnu, Mailpurglu, Mil pulko, Ngunnhalgri, Pa:kindzi, Paakanji, Paakantji, Paakanytji, Pakindji, Parkengee, Parkingee, Parkungi, Parkunji, Paroinge, Paroo, Parooinge, Paru, Paruindi, Paruindji, Paruinji, Parundji, S, Baigundji, Unelgo, Wimbaja, Ba:gandji, Barkandji, Bagandji",-31.633175083239,142.77798606908,NSW
Thangkaali ,"Paakantyi, Dhanggaali, Danggali, Milpulo, Dhanggagarli, Dangali, Danggadi, Tungarlee, Tongaranka, Danggagali, Tung arlee, Dthang gaa lee, Dthanggka, Dthanggha, Paritke, Paridke, Momba, Nanja, Nanjara, Nonnia, Nganya, Scotia blacks, Nju:wiki, Yakumban, Yakkumbata, Yakayok, Jakojako, Jokajoka, Yokka Yokka, Yaak yakko",-33.194077733545,140.53640678563,NSW
Thangkaali ,"Paakantyi, Dhanggaali, Danggali, Milpulo, Dhanggagarli, Dangali, Danggadi, Tungarlee, Tongaranka, Danggagali, Tung arlee, Dthang gaa lee, Dthanggka, Dthanggha, Paritke, Paridke, Momba, Nanja, Nanjara, Nonnia, Nganya, Scotia blacks, Nju:wiki, Yakumban, Yakkumbata, Yakayok, Jakojako, Jokajoka, Yokka Yokka, Yaak yakko",-33.194077733545,140.53640678563,SA
Guyinbaraay ,"Gunjbaraay, Kamilaroi, Guyinbaray, Euahlayi, Gamilaroi, Juwalarai, Ualarai, Walarai, Weraerai, Wirajarai, Gunjbarai, Gunjbarri, Koinberi, Koinberri, Kawambarai, Cooinburri, Kawamparai, Koinbere, Gawambarai, Goin berai, Guinbrai, Guinberai, Mole tribe, Coo in bur ri, Wirriri, Wirriwirri, Wooratherie",-31.083766201393,149.59996165307,NSW
Guyinbaraay ,"Gunjbaraay, Kamilaroi, Guyinbaray, Euahlayi, Gamilaroi, Juwalarai, Ualarai, Walarai, Weraerai, Wirajarai, Gunjbarai, Gunjbarri, Koinberi, Koinberri, Kawambarai, Cooinburri, Kawamparai, Koinbere, Gawambarai, Goin berai, Guinbrai, Guinberai, Mole tribe, Coo in bur ri, Wirriri, Wirriwirri, Wooratherie",-31.083766201393,149.59996165307,QLD
Wilyakali ,"Paakantyi, Darling, Wiljali, Wiljagali, Willoo, Bo arli, Bulali",-31.948011370457,140.99018829939,NSW
Wilyakali ,"Paakantyi, Darling, Wiljali, Wiljagali, Willoo, Bo arli, Bulali",-31.948011370457,140.99018829939,SA
Pantyikali ,"Paakantyi, Bandjigali, Wanjiwalku, Bandjagali, Barkindji, Milya uppa, Barkinji, Barkinjee, Barkunjee, Bahkunji, Pakindji, Pa:kindzi, Bakandji, Bahkunjy, Barkinghi, Parkungi, Par kengee, Parkingee, Bakanji, Bakandi, Bargunji, Bagundji, Bagandji, Bpaagkon jee, Kurnu, Kkengee, Kornoo, Kaiela, Wimbaja, Bandjangali",-30.49041055189,142.68465244475,NSW
Pantyikali ,"Paakantyi, Bandjigali, Wanjiwalku, Bandjagali, Barkindji, Milya uppa, Barkinji, Barkinjee, Barkunjee, Bahkunji, Pakindji, Pa:kindzi, Bakandji, Bahkunjy, Barkinghi, Parkungi, Par kengee, Parkingee, Bakanji, Bakandi, Bargunji, Bagundji, Bagandji, Bpaagkon jee, Kurnu, Kkengee, Kornoo, Kaiela, Wimbaja, Bandjangali",-30.49041055189,142.68465244475,SA
Wangaaypuwan ,"Wangaaybuwan Ngiyambaa, Wongai bun, Wangaybuwan, Wonghibone, Wonjhi bon, Wonjibone, Wongi bone, Wonghibon, Wonghi, Wun gai, Wuzai, Wozai, Woyaibun, Mudall",-31.413346296302,145.81908956605,NSW
Nhaawuparlku,"Paakantyi, Naualko, Barundji, Parundji, Bungyarlee, Nawalko, Ngunnhalgu, Ngunnhlgri, Parooige, Unelgo, Wampandi, Wampangee, Wombungee, Wompungee, Nabarlgu, Ngunnhalgri, Milpulko, Mailpurlgu, Nawalgu, Nhaawu parlku",-30.970503370491,144.16616439373,NSW
Yorta Yorta ,"Yota Yota, Bangerang, Jotijota, Yoda Yoda, Arramouro, Benhedore, Jabulajabula, Jodajoda, Moira, Narinari, Ngarimawuru, Ngarrimouro, Ngarrimowra, Wollithiga, Woollathura, Yabulayabula, Yoorta, Yorta yorta, Yotayota, Joda Joda, Yotta Yotta, Yabola, Yota yota, Yota, Gunbowers, Gunbowerooranditchgoole, Loddon tribe, Ngarrimowro, Wol lithiga, Echuca tribe",-36.093929709321,145.26357989848,NSW
Yorta Yorta ,"Yota Yota, Bangerang, Jotijota, Yoda Yoda, Arramouro, Benhedore, Jabulajabula, Jodajoda, Moira, Narinari, Ngarimawuru, Ngarrimouro, Ngarrimowra, Wollithiga, Woollathura, Yabulayabula, Yoorta, Yorta yorta, Yotayota, Joda Joda, Yotta Yotta, Yabola, Yota yota, Yota, Gunbowers, Gunbowerooranditchgoole, Loddon tribe, Ngarrimowro, Wol lithiga, Echuca tribe",-36.093929709321,145.26357989848,VIC
Wayilwan ,"Wailwan, Ngiyarnbaa, Walywan, Wilwan, Wallwan, Wailwun, Wilawun, Weilwun, Waal won, Wile Wan, Wali, Waljwan, Ngiumba, Wahoon",-31.01810658386,148.02682045035,NSW
Wanyuparlku,"Paakantyi, Wandjiwalgu, Wanjiwalku, Kongait, Pernowie, Pernowrie, Pono, Tongaranka, Wandjiwalku, Wanjwalgu, Wanyabalku, Wanyuwalgu, Weyneubulkoo, Weynoubulkoo, Wongimalko, Wonipalku, Wonjimalku, Wanyubarlgu, Wanjubalgu, Wonji malku",-31.900964139867,142.34248476373,NSW
NGIYAMPAA / NGEMPA,"Ngiyambaa, Other Australian Indigenous Languages, Ngiyampaa, Wangaaybuwan Ngiyambaa, Wailwan, Wongaibon, Waljwan, Weilwan, Ngemba, Wangaaypuwan, Gaiamba, Narran, Negunbah, Ngaiamba, Ngamba, Ngambar, Ngeumba, Ngeunbah, Ngiamba, Ngiemba, Ngiumba, Ngiyamba, Ngjamba, Ngjemba, Ngumbarr, Njemba, Noongaburrah, Nyamba, Ugumba, Gai amba",-31.270264244145,146.70455496219,NSW
Gamilaraay / Gamilaroi / Kamilaroi,"Euahlayi, Guyinbaray, Juwalarai, Ualarai, Walarai, Weraerai, Wirajarai, Kamilarai, Kamilroi, Kamalarai, Koomilroi, Gunilroi, Guminilroi, Gumilray, Camleroy, Euhahlayi, Gamilray, Northern Gamilaraay, Peel River language, Kamilaori, Kamilari, Kamu, laroi, Kaameelarrai, Kamileroi, Komleroy, Gamilroi, Kahmilaharoy, Kamilary, Gumilroi, Gummilroi, Gummilray, Kimilari, Karmil, Kamil, Comleroy, Ghummilarai, Cammealroy, Kahmilari, Kakmilari, Cumilri, Cam ell eri, Cum milroy, Cummeroy, Gunnilaroi, Kahml Duhai, Yauan, Tjake, Tyake, Gomeroi",-29.723058192008,149.83337242515,NSW
Southern Anaiwan,"Nganjaywana, Aneewan, Aniwan, Inuwon, Nganyaywana, Anaiwan, Anewan, Amberu, Anaywan, Ee na won, En nee win, Eneewin, Enniwon, Enuin, Inuwen, Inuwon, Nee inuwon, Newana, nganyaywana, Nowan, Yenniwon, Dariwan, Eenewon, Narwon, Enni won, Inuwan",-30.709868104953,151.3524683397,NSW
Kurnu ,"Paakantyi, Gurnu, Guula, Darling, Gunu, Kula, Cornu, Ee na won, Gu:nu, Gu:rnu, Guerno, Guno, Koono, Koonoo, Kornoo, Kornu, Kuno, Noolulgo",-29.759777534421,145.33081111552,NSW
Barranbinya ,"Barranbinja, Baranbinja, Barren binya, Barrumbinya, Barrunbarga, Burrabinya, Burranbinga, Burranbinya, Burrumbinya, Burrunbinya, Parran binye, Barabinja, Baranbinya, Burrun binya, Burrunbinia, Burrunbinya",-29.780229344439,146.26865590139,NSW
Yuwaalaraay ,"Kamilaroi, Juwalarai/Ualarai, Euahlayi, Gamilaroi, Guyinbaray, Juwalarai, Ualarai, Walarai, Weraerai, Wirajarai, Yuwalarai, Jualrai, Yualarai, Yualloroi, Yowaleri, Uollaroi, Youallerie, Yualari, Yualai, Yualeai, Yerraleroi, Yowairi, Yuolary, Eu ahlayi, Yourilri, Youahlayi, Jualjai, Juwaljai, Yuwalyai, Wallarai, Wolleroi, Walleri, Woleroi, Wollaroi, Gingi, Brewarrana tribe, yuwalaray, yuwalaraay",-29.313148522145,148.27553456003,NSW
Yuwaalaraay ,"Kamilaroi, Juwalarai/Ualarai, Euahlayi, Gamilaroi, Guyinbaray, Juwalarai, Ualarai, Walarai, Weraerai, Wirajarai, Yuwalarai, Jualrai, Yualarai, Yualloroi, Yowaleri, Uollaroi, Youallerie, Yualari, Yualai, Yualeai, Yerraleroi, Yowairi, Yuolary, Eu ahlayi, Yourilri, Youahlayi, Jualjai, Juwaljai, Yuwalyai, Wallarai, Wolleroi, Walleri, Woleroi, Wollaroi, Gingi, Brewarrana tribe, yuwalaray, yuwalaraay",-29.313148522145,148.27553456003,QLD
Wiriyaraay ,"Wirayaraay, Wiriwiri, Kamilaroi, Weraerai, Euahlayi, Gamilaroi, Guyinbaray, Juwalarai, Ualarai, Walarai, Wirajarai, Wirraiyarrai, Wiri Wiri, Wirriyaraay, Wiraiarai, Weraiari, Wirri Wirri, Wirraarai, Warlarai, Wolroi, Wolleri, Waho lari, Wolaroo, Walari, Wolaroi, Woo laroi, Ginniebal, Mooran Mooran, Wirrayaraay",-29.112870825158,150.62140940021,NSW
Gambuwal ,"Kambuwal, alternative for Ngarabal, Cambooble, Gambabal, Gambubal, Kaoambul, Kaombal, Gambu bal",-28.618861092101,151.44156088699,QLD
Ngunawal / Ngunnawal,"Gundungurra, Burragorang, Gurungada, Ngaonawal, Ngennigenwurro, Ngoonawal, Nungawal, Wonnawal, Yarr, Yiilima",-34.980295513415,149.0870951807,NSW
Kullilli,"Galali, Ngura, Kullilla, Bitjara, Kalali, Minkabari, Garlali, Kalili, Kullali, Kullalli, Kullally, Karlali, Kalali",-28.366143521316,143.53149314446,QLD
Budjari / Badjiri,"Ngura, Badjidi, Badjeri, Baddyeri, Byjerri, Baderi, Poidg erry, Badjedi, Bädjäri",-28.433641163697,145.22780328434,NSW
Budjari / Badjiri,"Ngura, Badjidi, Badjeri, Baddyeri, Byjerri, Baderi, Poidg erry, Badjedi, Bädjäri",-28.433641163697,145.22780328434,QLD
MURUWARI,"Muruwari, Muruwarri, Murawarri, Morowari, Marawari, MarraaWarree, Maruwari, Moorawarree, Moorawarrie, Morewari, Murawari, Murrawari, Murrawarri, Murri, Murueri, Muruworri, Muruwurri, Yacko Yacko, Marraawarree, Murra warri",-29.068179253638,145.79809046768,NSW
MURUWARI,"Muruwari, Muruwarri, Murawarri, Morowari, Marawari, MarraaWarree, Maruwari, Moorawarree, Moorawarrie, Morewari, Murawari, Murrawari, Murrawarri, Murri, Murueri, Muruworri, Muruwurri, Yacko Yacko, Marraawarree, Murra warri",-29.068179253638,145.79809046768,QLD
Guwamu,"Kooma, Guwamu, Koamu, Culgoa, Goamu, Gowamu, Gruwamu, Guamu, Kaombal, Kuam, Kuamu, Oamu",-28.414552287234,147.72491882974,QLD
Bigambul ,"Bigambal, Pikambul, Bee gum bul, Beegumbul, Begumble, Bigabul, Bigambel, Bigumble, Bigunbil, Peekumble, Pickimbul, Pickum bul, Pickumbil, Pickumble, Picum bul, Picumbill, Pikambal, Pikum bul, Pikumbal, Pikumbil, Pikumbul, Pikumpal, Preagalgh, Pregalgh, Wee n gul la mbul, Wigal wollumbul, Bigumbil, Wee n gul la m bul",-28.141392890643,150.17482703916,NSW
Guyambal ,"Ngarabal, Kwiambal, Yugambal, Cambooble, Gambabwal, Gwaimbal, Kaoambal, Kwaimbal, Koi, Kweembul, Quieumble, Queenbulla",-29.340515876202,151.24860194364,NSW
Guyambal ,"Ngarabal, Kwiambal, Yugambal, Cambooble, Gambabwal, Gwaimbal, Kaoambal, Kwaimbal, Koi, Kweembul, Quieumble, Queenbulla",-29.340515876202,151.24860194364,QLD
Geynyan ,"Gee en yun, Gee enyun, Keinjan, Wawpa, Geinjan, Geinyan, Gheeannun, Keinyan, Warwick dialect",-28.183476133671,152.1836091392,QLD
Gunggari ,"Kunggari, Congaro, Coongurri, Goon garee, Goongurri, Gungari, Kogai, Kogurre, Kokaburra, Koongerri, Koonkerri, Koonkurri, Kungeri, Kungri, Kunkari, Kunngkari, Kuungkari, Ngaragari, Tarawalla, Torraburri, Ungerri, Unggari, Unggri, Unghi, Ungorri, Yangeberra, Yangeeberra, Yangeeburra, Yankibura, Yankiburra, Gungar, Nebine Gunggari",-27.368098481067,146.96021241013,QLD
KOGAI ,"Benhedore, Jabulajabula, Kogai, Narinari, Ngarimawuru, Yabula Yabula, Yabulayabula, Gogai, Mandandanji, Kunggari, Barunggam, Mundaeinbura, Mundainbara, Cogai, Fishing Net people, Unggari, Kungeri, Kungri, Ungorri, Gungari, Gunggari, Goon garree, Coongurri, Unggri, Unghi, Congaro, Kogurre, Ngaragari, Barungam, Parrungoom, Murrumgama, Murrun gama, Murrumningama",-27.423378593172,147.94222355884,QLD
Gawambaraay ,"Coo in bur ri, Gawambarai, Ginniebal, Goinberai, Guinberai, Guinbrai, Juwalarai, Kawambarai, Kawamparai, Koinbere, Koinberi, Koinberri, Kwambarai""Mole tribe"", Mooran Mooran, Waholari, Walarai, Walari, Warlarai, Weraerai, Weraiari, Wiraiarai, Wirra:arai, Wirri Wirri, Wirriri, Wirriwirri, Wolaroi, Wolaroo, Wolleri, Wolroi, Woolaroi, Wooratherie, Gawambaray, Goin berai, Mole tribe",-28.621930704733,150.32489560325,NSW
Gawambaraay ,"Coo in bur ri, Gawambarai, Ginniebal, Goinberai, Guinberai, Guinbrai, Juwalarai, Kawambarai, Kawamparai, Koinbere, Koinberi, Koinberri, Kwambarai""Mole tribe"", Mooran Mooran, Waholari, Walarai, Walari, Warlarai, Weraerai, Weraiari, Wiraiarai, Wirra:arai, Wirri Wirri, Wirriri, Wirriwirri, Wolaroi, Wolaroo, Wolleri, Wolroi, Woolaroi, Wooratherie, Gawambaray, Goin berai, Mole tribe",-28.621930704733,150.32489560325,QLD
